CAS          NAME   CLASS  LOGP  LOGMOLAR  ESTIMATE   ERROR    WSOL       MP    MOLWT
000054-11-5  NICOTINE                                    27   1.17     0.79      0.79    0       1.00E+06    Liq   162.24
000054-85-3  ISONIAZID                                   27   -.70     0.009    -0.412   0.421   1.40E+05   171.4  137.14
000059-67-6  NICOTINIC ACID                              27    .36    -0.835    -1.088   0.253   1.80E+04   236.6  123.11
000098-92-0  NICOTINAMIDE                                27   -.37     0.612    -0.292   0.904   5.00E+05   129.0  122.13
000100-55-0  3-PYRIDINEMETHANOL                          27   -.02     0.962     0.962   0       1.00E+06    Liq   109.13
000100-71-0  2-ETHYLPYRIDINE                             27   1.69     0.501    -0.023   0.524   3.40E+05    Liq   107.16
000108-48-5  2,6-LUTIDINE                                27   1.68     0.447    -0.013   0.46    3.00E+05    Liq   107.16
000108-75-8  2,4,6-COLLIDINE                             27   1.88    -0.539    -0.249  -0.29    3.50E+04    Liq   121.18
000108-89-4  4-METHYLPYRIDINE                            27   1.22     1.031     0.473   0.558   1.00E+06    Liq   93.13
000108-99-6  3-METHYLPYRIDINE                            27   1.20     1.031     0.492   0.539   1.00E+06    Liq   93.13
000109-00-2  3-HYDROXYPYRIDINE                           27    .48    -0.456    -1.009   0.553   3.33E+04   127.5  95.10
000109-04-6  2-BROMOPYRIDINE                             27   1.42    -0.881    -1.166   0.286   2.08E+04    Liq   158.00
000109-06-8  2-METHYLPYRIDINE                            27   1.11     1.031     0.578   0.453   1.00E+06    Liq   93.13
000109-09-1  2-CHLOROPYRIDINE                            27   1.34    -0.754    -0.95    0.196   2.00E+04    Liq   113.55
000110-86-1  PYRIDINE                                    27    .65     1.102     1.064   0.038   1.00E+06    Liq   79.10
000366-18-7  2,2-BIPYRIDINE                              27   1.50    -1.421    -1.648   0.228   5.93E+03    69.7  156.19
000553-26-4  4,4'-DIPYRIDYL                              27   1.28    -1.538    -1.431  -0.107   4.53E+03    69.0  156.19
000098-96-4  2-PYRAZINECARBOXAMIDE                       28   -.60    -0.914    -0.635  -0.279   1.50E+04   190.0  123.12
000109-08-0  2-METHYLPYRAZINE                            28    .21     1.026     0.196   0.83    1.00E+06    Liq   94.12
000289-95-2  PYRIMIDINE                                  29   -.40     1.096     0.826   0.271   1.00E+06    Liq   80.09
000461-98-3  2,6-DIMETHYL-4-PYRIMIDINAMINE               29    .39    -1.284    -1.512   0.228   6.40E+03   182.0  123.16
000000-18-3  Allopurinol,1-[butyryloxymethyl]-           30    .60    -2.829    -2.465  -0.365   3.50E+02   225.0  236.23
000000-18-5  Allopurinol, 2,5-bis(acetyloxymethyl)-      30   -.20    -1.985    -1.172  -0.813   2.90E+03   153.0  280.24
000050-06-6  PHENOBARITAL                                30   1.47    -2.321    -2.836   0.516   1.11E+03   176.0  232.24
000050-11-3  METHARBITAL                                 30   1.15    -2        -2.229   0.229   1.98E+03   155.0  198.22
000050-33-9  PHENYLBUTAZONE                              30   3.04    -3.812    -3.93    0.117   4.75E+01   105.0  308.38
000050-36-2  COCAINE                                     30   2.09    -2.227    -2.937   0.711   1.80E+03    98.0  303.36
000050-49-7  IMIPRAMINE                                  30   4.80    -4.187    -4.398   0.211   1.823E+01   Liq   280.42
000050-53-3  CHLORPROMAZINE                              30   5.35    -5.097    -4.606  -0.491   2.55E+00    Liq   318.87
000051-55-8  ATROPINE                                    30   1.83    -2.119    -2.376   0.257   2.20E+03   115.0  289.38
000052-31-3  CYCLOBARBITAL                               30   2.13    -2.169    -3.446   1.277   1.60E+03   172.0  236.27
000052-43-7  ALLOBARBITAL                                30   1.05    -2.061    -2.321   0.26    1.81E+03   172.0  208.22
000052-67-5  PENCILLAMINE                                30  -1.78    -0.128     0.342  -0.47    1.11E+05   198.0  149.21
000052-86-8  HALOPERIDOL                                 30   4.30    -4.429    -5.323   0.894   1.40E+01   148.0  375.87
000054-31-9  FUROSEMIDE                                  30   2.03    -3.656    -3.959   0.304   7.31E+01   206.0  330.74
000056-29-1  HEXABARITAL                                 30   1.98    -2.735    -3.063   0.328   4.35E+02   146.0  236.27
000056-53-1  DES                                         30   5.07    -4.35     -5.39    1.04    1.20E+01   170.0  268.36
000056-75-7  CHLORAMPHENICOL                             30   1.14    -2.111    -3.08    0.969   2.50E+03   151.0  323.13
000057-24-9  STRYCHNINE                                  30   1.68    -3.32     -4.27    0.95    1.60E+02   275.0  334.42
000057-41-0  PHENYTOIN                                   30   2.47    -3.897    -4.968   1.071   3.20E+01   296.5  252.28
000057-43-2  AMOBARBITAL                                 30   2.07    -2.574    -3.219   0.645   6.03E+02   157.0  226.28
000057-44-3  BARBITAL                                    30    .65    -1.393    -2.027   0.635   7.46E+03   190.0  184.20
000057-53-4  MEPROBAMATE                                 30    .70    -1.667    -1.391  -0.276   4.70E+03   104.0  218.25
000057-68-1  SULFAMETHAZINE                              30    .28    -2.268    -1.839  -0.43    1.50E+03   176.0  278.33
000058-15-1  AMINOPYRINE                                 30    .80    -0.629    -1.565   0.936   5.44E+04   108.0  231.30
000058-39-9  PERPHENAZINE                                30   3.90    -4.155    -4.558   0.403   2.83E+01    97.0  403.98
000058-40-2  PROMAZINE                                   30   4.51    -4.302    -3.692  -0.61    1.42E+01    Liq   284.43
000058-93-5  HYDROCHLOROTHIAZIDE                         30   -.07    -2.615    -2.465  -0.15    7.22E+02   274.0  297.74
000058-94-6  CHLOROTHIAZIDE                              30   -.24    -3.046    -2.931  -0.115   2.66E+02   343.0  295.72
000059-26-7  NIKETHAMIDE                                 30    .33     0.749     0.749   0       1.00E+06    Liq   178.24
000059-46-1  PROCAINE                                    30   1.87    -1.398    -2.175   0.777   9.453E+03   61.0  236.32
000059-66-5  ACETAZOLEAMIDE                              30   -.26    -2.356    -1.899  -0.457   9.80E+02   258.0  222.25
000060-80-0  ANTIPYRINE                                  30    .38    -0.564    -1.088   0.524   5.19E+04   114.0  190.25
000060-87-7  PROMETHAZINE                                30   4.73    -4.26     -5.063   0.803   1.564E+01   60.0  284.43
000061-57-4  NIRIDAZOLE                                  30    .95    -3.217    -3.568   0.351   1.30E+02   261.0  214.20
000062-37-3  CHLORMERODRIN                               30   -.80    -1.524    -0.865  -0.659   1.10E+04   152.5  367.20
000062-44-2  P-PHENACETIN                                30   1.58    -2.369    -2.394   0.025   7.66E+02   134.5  179.22
000063-74-1  SULFANILAMIDE                               30   -.72    -1.361    -0.444  -0.917   7.50E+03   165.0  172.21
000063-75-2  ARECOLINE                                   30   -.20     0.809     0.809   0       1.00E+06    Liq   155.20
000069-23-8  FLUPHENAZINE                                30   4.36    -4.149    -4.028  -0.121   3.106E+01   Liq   437.53
000069-33-0  TUBERCIDIN                                  30   -.80    -1.951    -1.424  -0.528   3.00E+03   247.0  268.27
000072-14-0  SULFATHIOZOLE                               30    .05    -2.425    -1.785  -0.64    9.60E+02   202.0  255.32
000076-74-4  PENTOBARBITAL                               30   2.10    -2.523    -2.999   0.476   6.788E+02  130.0  226.28
000076-76-6  PROBARBITAL                                 30    .97    -2.214    -2.447   0.233   1.21E+03   197.5  198.22
000077-02-1  APROBARBITAL                                30   1.22    -1.712    -2.205   0.493   4.08E+03   141.0  210.23
000077-27-0  THIAMYLAL                                   30   3.23    -3.458    -4.191   0.732   8.85E+01   132.0  254.35
000077-28-1  5-BUTYL-5-ETHYLBARBITURIC ACID              30   1.89    -1.638    -2.735   1.097   4.88E+03   128.0  212.25
000077-65-6  CARBROMAL                                   30   1.54    -2.676    -2.376  -0.3     5.00E+02   117.0  237.10
000080-35-3  SULFAMETHOXYPYRIDAZINE                      30    .32    -3.28     -1.943  -1.337   1.47E+02   182.5  280.31
000081-07-2  1,1-DIOX-1,2-BENZISOTHIAZOL-3-ONE           30    .43    -1.661    -2.172   0.511   4.00E+03   229.0  183.19
000083-67-0  THEOBROMINE                                 30   -.78    -2.737    -2.178  -0.559   3.3E+02    357.0  180.17
000085-41-6  PHTHALIMIDE                                 30   1.15    -2.611    -2.832   0.221   3.60E+02   238.0  147.13
000091-64-5  COUMARIN                                    30   1.39    -1.886    -1.505  -0.381   1.90E+03    69.0  146.15
000094-19-9  ETHAZOLE                                    30   1.01    -1.942    -2.65    0.709   3.25E+03   186.0  284.36
000094-20-2  N2-BUTYL-N1-P-CHLOROBENZENESULFONYLUREA     30   2.28    -3.03     -3.312   0.282   2.58E+02   128.0  276.75
000097-53-0  EUGENOL                                     30   2.27    -1.562    -1.041  -0.522   4.50E+03    Liq   164.21
000097-77-8  DISULFIRAM                                  30   3.88    -4.86     -4.377  -0.484   4.09E+00    70.0  296.54
000102-76-1  TRIACETIN                                   30    .25    -0.575    -0.232  -0.343   5.80E+04    Liq   218.21
000115-43-5  PHENALLYMAL                                 30   1.69    -2.152    -2.911   0.758   1.72E+03   157.0  244.24
000115-58-2  BARBITURIC ACID, 5-ET-5-AMYL                30   2.24    -2.176    -3.184   1.009   1.51E+03   135.5  226.28
000117-89-5  TRIFLUORPERAZINE                            30   5.03    -4.524    -4.577   0.053   1.22E+01    Liq   407.50
000122-11-2  SULFADIMETHOXINE                            30   1.33    -2.957    -3.186   0.23    3.43E+02   202.0  310.33
000125-33-7  PRIMIDONE                                   30    .91    -2.64     -3.226   0.586   5.00E+02   281.5  218.26
000126-07-8  GRISEOFULVIN                                30   2.18    -4.611    -4.301  -0.31    8.64E+00   220.0  352.77
000129-20-4  OXYPHENBUTAZONE                             30   3.28    -3.733    -3.424  -0.309   6.00E+01   124.0  324.38
000133-67-5  TRICHLORMETHIAZIDE                          30    .62    -2.677    -3.351   0.674   8.00E+02   270.0  380.66
000137-58-6  LIDOCAINE                                   30   2.26    -1.757    -2.608   0.851   4.10E+03    68.0  234.34
000138-52-3  SALICIN                                     30  -1.22    -0.855    -0.635  -0.219   4.00E+04   199.0  286.28
000144-80-9  SULFANILACETAMIDE                           30   -.96    -1.234    -0.512  -0.722   1.25E+04   183.0  214.24
000144-82-1  SULFAMETHIAZOLE                             30    .54    -2.411    -2.358  -0.053   1.05E+03   208.0  270.33
000149-32-6  ERYTHRITOL                                  30  -2.29     0.699     0.913  -0.215   6.10E+05   121.5  122.12
000299-42-3  EPHEDRINE                                   30    .93    -0.415    -0.791   0.377   6.36E+04    79.0  165.24
000315-30-0  ALLOPURINOL                                 30   -.55    -2.379    -2.196  -0.183   5.69E+02   350.0  136.11
000339-43-5  CARBUTAMIDE                                 30   1.01    -2.178    -2.228   0.05    1.80E+03   144.5  271.33
000357-57-3  BRUCINE                                     30    .98    -2.091    -2.894   0.803   3.20E+03   178.0  394.47
000364-62-5  METOCLOPRAMIDE                              30   2.62    -3.176    -3.881   0.705   2.00E+02   146.5  299.80
000439-14-5  DIAZEPAM                                    30   2.80    -3.755    -3.809   0.053   5.00E+01   125.0  284.75
000443-48-1  METRONIDAZOLE                               30   -.02    -1.256    -1.13   -0.126   9.50E+03   158.0  171.16
000452-35-7  ETHOXYZOLAMIDE                              30   2.01    -3.81     -3.547  -0.263   4.00E+01   188.0  258.32
000509-86-4  HEPTABARBITAL                               30   2.03    -3.001    -3.412   0.412   2.50E+02   174.0  250.30
000526-08-9  SULFAPHENAZOLE                              30   1.52    -2.321    -3.17    0.849   1.50E+03   179.0  314.37
000552-58-9  ERIODICTYOL                                 30   2.02    -3.615    -3.417  -0.198   7.00E+01   267.0  288.26
000599-88-2  SULFAPERINE                                 30    .34    -2.82     -2.644  -0.177   4.00E+02   262.0  264.30
000651-06-9  SULFAMETER                                  30    .41    -2.584    -2.329  -0.256   7.30E+02   215.0  280.31
000664-95-9  TOLCYCLAMIDE                                30   2.90    -4.207    -4.401   0.194   1.84E+01   175.0  296.38
000723-46-6  SULFAMETHOXAZOLE                            30    .89    -2.618    -2.263  -0.355   6.10E+02   167.0  253.28
000738-70-5  TRIMETHOPRIM                                30    .91    -2.861    -2.711  -0.15    4.00E+02   201.0  290.32
000846-49-1  LORAZEPAM                                   30   2.45    -3.604    -3.964   0.361   8.00E+01   166.0  321.17
001156-19-0  TOLAZAMIDE                                  30   2.69    -3.678    -4.201   0.523   6.54E+01   170.0  311.40
001929-82-4  NITRAPYRIN                                  30   3.41    -3.761    -3.646  -0.116   4.00E+01    62.0  230.91
002217-08-5  5,5-DIPROPYLBARBITURIC ACID                 30   1.75    -2.549    -2.766   0.218   6.00E+02   146.0  212.25
003772-76-7  SULFAMETHOMIDINE                            30    .61    -2.543    -1.93   -0.613   8.43E+02   146.0  294.33
004849-32-5  KASUGAMYCIN                                 30   1.66    -2.934    -3.169   0.235   3.25E+02   176.3  279.34
005104-49-4  FLURBIPROFEN                                30   4.16    -4.485    -4.199  -0.285   8.00E+00   110.0  244.27
005131-24-8  DITALIMFOS (LAPTRAN)                        30   3.48    -3.352    -4.126   0.773   1.33E+02    83.5  299.29
005234-68-4  CARBOXIN                                    30   2.14    -3.141    -2.735  -0.406   1.70E+02    94.0  235.31
005259-88-1  OXYCARBOXIN                                 30    .74    -2.427    -2.676   0.249   1.00E+03   128.7  267.31
006164-98-3  CHLORDIMEFORM                               30   2.89    -2.862    -2.791  -0.072   2.70E+02    35.0  196.68
006236-05-1  NIFUROXIME                                  30    .30    -2.193    -1.795  -0.398   1.00E+03   156.0  156.10
006988-21-2  DIOXACARB                                   30    .67    -1.571    -1.474  -0.096   6.00E+03   114.5  223.23
015687-27-1  IBUPROFEN                                   30   4.00    -3.992    -3.614  -0.379   2.10E+01    76.0  206.29
022071-15-4  KETOPROFEN                                  30   3.12    -3.698    -3.085  -0.613   5.10E+01    94.0  254.28
022204-53-1  NAPROSYN                                    30   3.51    -4.161    -3.948  -0.213   1.59E+01   155.3  230.27
022994-85-0  BENZNIDAZOLE                                30    .91    -2.813    -3.011   0.198   4.00E+02   189.0  260.26
036330-85-5  FENBUFEN                                    30   3.53    -5.061    -4.316  -0.745   2.21E+00   185.0  254.29
038304-91-5  MINOXIDIL                                   30   1.24    -1.982    -3.212   1.23    2.20E+03   248.0  211.27
051481-61-9  CIMETIDINE                                  30    .40    -1.345    -1.56    0.214   1.14E+04   142.0  252.34
053808-87-0  TETROXOPRIM                                 30    .56    -2.101    -2.081  -0.02    2.65E+03   154.0  334.39
056030-54-7  SUFENTANIL                                  30   3.45    -3.706    -4.495   0.789   7.60E+01    97.0  386.56
076674-21-0  FLUTRIAFOL                                  30   2.29    -3.365    -2.993  -0.372   1.30E+02   130.0  301.30
096448-60-1  Allopurinol, 1-acetyl-                      30   -.35    -2.376    -1.619  -0.757   7.50E+02   252.0  178.15
096448-61-2  Allopurinol, 1-(oxopropyl)-                 30    .30    -2.807    -2.36   -0.446   3.00E+02   260.0  192.18
096448-63-4  Allopurinol, 1-benzoyl-                     30   1.20    -4.234    -3.476  -0.758   1.40E+01   271.0  240.22
096474-05-4  Allopurinol, 1-(1-oxobutyl)-                30    .85    -3.273    -2.592  -0.681   1.10E+02   223.0  206.21
098827-16-8  Allopurinol,1,5-bis(pivaloyloxymethyl)-     30   2.50    -4.26     -3.872  -0.389   2.00E+01   136.0  364.20
098827-17-9  Allopurinol,2,5-bis(pivaloyloxymethyl)-     30   2.34    -3.908    -3.801  -0.107   4.50E+01   145.0  364.20
098827-18-0  Allopurinol,1-[pivaloyloxymethyl]-          30   1.07    -2.682    -2.601  -0.081   5.20E+02   186.0  250.26
098827-19-1  Allopurinol, 1,5-bis(butyryloxymethyl)-     30   1.82    -3.828    -3.003  -0.825   5.00E+01   122.0  336.35
098827-20-4  Allopurinol, 2,5-bis(butyryloxymethyl)-     30   1.60    -3.554    -2.902  -0.652   9.40E+01   134.0  336.35
098827-27-1  Allopurinol,1-[N,NdiEtsuccinamyl-oxyMe]-    30   -.22    -0.988    -1.153   0.165   3.30E+04   139.0  321.34
098846-64-1  Allopurinol, 1-[(acetyloxy)methyl]          30   -.35    -2.555    -1.759  -0.796   5.80E+02   257.0  208.18
098846-65-2  Allopurinol, 1-[benzoyloxymethyl]-          30   1.50    -4.052    -3.371  -0.681   2.40E+01   218.0  270.25
098846-66-3  Allopurinol, 1-[nicotinoyloxymethyl]-       30    .27    -3.465    -2.414  -1.051   9.30E+01   242.0  271.24
000082-38-2  DISPERSE RED 9                              31   4.10    -6.3      -5.322  -0.978   1.19E-01   170.0  237.26
000128-95-0  DISPERSE VIOLET 1                           31   3.00    -5.859    -5.171  -0.688   3.30E-01   268.0  238.25
000548-62-9  CRYSTAL VIOLET (BASIC VIOLET 3)             31    .51    -2.009    -2.779   0.771   4.00E+03   210.0  407.99
000569-61-9  PARAROSANILINE                              31   -.21    -1.981    -2.252   0.271   3.00E+03   269.0  287.37
002872-48-2  DISPERSE RED 11                             31   3.50    -5.746    -5.46   -0.286   4.82E-01   237.0  268.27
002872-52-8  DISPERSE RED 1                              31   4.30    -6.293    -6.574   0.281   1.60E-01   167.0  314.35
003769-57-1  DISPERSE RED 5                              31   4.30    -6.57     -7.007   0.437   1.02E-01   192.0  378.82
003956-55-6  DISPERSE BLUE 79                            31   4.80    -8.08     -7.902  -0.178   5.20E-03   153.0  625.40
005124-25-4  C.I. DISPERSE YELLOW 42                     31   4.60    -6.269    -6.116  -0.153   1.99E-01   159.0  369.40
006657-33-6  AZO DYE N9                                  31   4.00    -6.13     -6.725   0.594   2.77E-01   155.0  373.80
008003-22-3  SOLVENT YELLOW 33                           31   4.10    -6.209    -6.088  -0.121   1.69E-01   241.0  273.29
009004-57-3  AZO DYE N5                                  31   5.50    -8.879    -8.362  -0.516   5.93E-04   151.0  448.49
068877-63-4  AZO DYE N1                                  31   5.40    -8.9      -8.951   0.051   6.88E-04   192.0  546.34
070528-90-4  AZO DYE N2                                  31   3.40    -6.69     -6.773   0.083   7.39E-02   227.0  361.75
000050-02-2  DEXAMETHASONE                               32   1.83    -3.644    -4.495   0.85    8.90E+01   264.0  392.47
000050-03-3  HYDROCORTISONE ACETATE                      32   2.30    -4.458    -4.607   0.149   1.41E+01   223.0  404.51
000050-04-4  CORTISONE ACETATE                           32   2.10    -4.304    -4.104  -0.2     2.00E+01   236.0  402.49
000050-22-6  CORTICOSTERONE                              32   1.94    -3.241    -3.692   0.452   1.99E+02   181.0  346.47
000050-23-7  HYDROCORTISONE                              32   1.61    -3.054    -3.739   0.684   3.20E+02   215.0  362.47
000050-24-8  PREDNISOLONE                                32   1.62    -3.209    -3.972   0.763   2.23E+02   240.0  360.45
000052-01-7  SPIRONOLACTONE                              32   2.78    -4.277    -4.286   0.009   2.20E+01   134.0  416.58
000052-21-1  PREDNISOLONE ACETATE                        32   2.40    -4.369    -4.834   0.465   1.72E+01   238.0  402.49
000053-06-5  CORTISONE                                   32   1.47    -3.11     -3.662   0.553   2.80E+02   222.0  360.45
000053-16-7  ESTRONE                                     32   2.76    -3.955    -3.937  -0.017   3.00E+01   252.5  270.37
000056-47-3  DEOXYCORTICOSTERONE ACETATE                 32   3.08    -4.63     -4.648   0.018   8.73E+00   157.0  372.51
000057-83-0  PROGESTERONE                                32   3.87    -4.553    -4.893   0.34    8.81E+00   121.0  314.47
000058-18-4  17-METHYLTESTOSTERONE                       32   3.32    -3.95     -4.271   0.32    3.39E+01   161.0  302.46
000058-22-0  TESTOSTERONE                                32   3.32    -4.091    -4.172   0.081   2.34E+01   155.0  288.43
000063-05-8  ANDROSTENEDIONE                             32   2.75    -3.695    -3.932   0.237   5.782E+01  143.0  286.42
000064-85-7  DEOXYCORTICOSTERONE                         32   2.88    -3.745    -4.181   0.436   5.95E+01   141.5  330.47
000067-78-7  TRIAMCINOLONE DIACETATE                     32   1.92    -4.13     -4.585   0.455   3.55E+01   235.0  478.52
000068-96-2  17-ALPHA-HYDROXYPROGESTERONE                32   2.74    -4.708    -4.363  -0.344   6.48E+00   222.0  330.47
000076-25-5  TRIAMCINOLONE ACETONIDE                     32   2.53    -4.316    -5.566   1.25    2.1E+01    293.0  434.51
000124-94-7  TRIAMCINOLONE                               32   1.16    -3.693    -3.904   0.211   8.00E+01   269.0  394.44
000127-31-1  FLUDROCORTISONE                             32   1.67    -3.434    -4.276   0.842   1.40E+02   261.0  380.46
000378-44-9  BETAMETHASONE                               32   1.94    -3.771    -4.288   0.517   6.65E+01   230.0  392.47
000426-13-1  FLUOROMETHALONE                             32   2.00    -4.099    -4.911   0.813   3.00E+01   297.0  376.47
001177-87-3  DEXAMETHASONE ACETATE                       32   2.91    -4.9      -5.351   0.451   5.47E+00   230.0  434.51
002152-44-5  BETAMETHASONE-17-VALERATE                   32   3.60    -4.71     -5.713   1.003   9.29E+00   183.0  476.59
000051-35-4  HYDROXYPROLINE                              34  -3.17     0.44      0.882  -0.442   3.61E+05   274.0  131.13
000052-52-8  CYCLOLEUCINE                                34  -2.28    -0.412    -0.33   -0.083   5.00E+04   330.0  129.16
000056-12-2  4-AMINOBUTYRIC ACID                         34  -3.17     1.101     0.987   0.114   1.30E+06   202.0  103.12
000056-84-8  ASPARTIC ACID                               34  -3.89    -0.318     0.876  -1.194   6.40E+04   270.5  133.10
000060-32-2  6-AMINOHEXANOIC ACID                        34  -3.10     0.585     0.882  -0.297   5.05E+05   205.0  131.18
000063-68-3  METHIONINE                                  34  -1.87    -0.421    -0.335  -0.086   5.66E+04   281.0  149.21
000063-91-2  PHENYLALANINE                               34  -1.52    -0.788    -0.643  -0.145   2.69E+04   272.5  165.19
000072-18-4  VALINE                                      34  -2.26    -0.302    -0.173  -0.129   5.85E+04   315.0  117.15
000080-60-4  ALPHA-AMINOBUTYRIC ACID                     34  -2.54     0.311     0.241   0.07    2.11E+05   304.0  103.12
006600-40-4  NORVALINE                                   34  -1.86    -0.069    -0.447   0.378   1.00E+05   303.0  117.15
000083-34-1  3-METHYLINDOLE                              35   2.60    -2.421    -2.859   0.438   4.98E+02    95.0  131.18
000085-02-9  BENZO(F)QUINOLINE                           35   3.43    -3.357    -3.788   0.431   7.87E+01    93.0  179.22
000091-22-5  QUINOLINE                                   35   2.03    -1.325    -1.661   0.336   6.11E+03    Liq   129.16
000091-76-9  BENZOGUANAMINE                              35   1.36    -2.494    -3.063   0.569   6.00E+02   227.5  187.21
000092-84-2  PHENOTHIAZINE                               35   4.15    -5.098    -5.389   0.291   1.59E+00   185.1  199.28
000095-14-7  1H-BENZOTRIAZOLE                            35   1.34    -0.779    -1.643   0.864   1.98E+04    98.5  119.13
000095-15-8  BENZO(B)THIOPHENE                           35   3.12    -3.014    -2.788  -0.226   1.30E+02    32.0  134.20
000095-16-9  BENZOTHIAZOLE                               35   2.01    -1.497    -1.661   0.163   4.30E+03    Liq   135.19
000098-00-0  2-HYDROXYMETHYLFURAN                        35    .28     1.008     0.54    0.468   1.00E+06    Liq   98.10
000109-97-7  PYRROLE                                     35    .75    -0.173    -0.237   0.064   4.50E+04    Liq   67.09
000110-00-9  FURAN                                       35   1.34    -0.833    -0.807  -0.026   1.00E+04    Liq   68.08
000110-02-1  THIOPHENE                                   35   1.81    -1.446    -1.309  -0.138   3.01E+03    Liq   84.14
000119-65-3  ISOQUINOLINE                                35   2.08    -1.456    -1.723   0.267   4.52E+03    26.5  129.16
000119-91-5  2,2'-BIQUINOLINE                            35   4.31    -5.4      -5.795   0.395   1.02E+00   193.0  256.31
000120-72-9  INDOLE                                      35   2.14    -1.517    -1.977   0.46    3.56E+03    52.0  117.15
000148-24-3  8-QUINOLINOL                                35   2.02    -2.417    -2.13   -0.287   5.56E+02   176.0  145.16
000149-30-4  2-MERCAPTOBENZOTHIAZOLE                     35   2.42    -3.182    -3.59    0.408   1.10E+02   181.0  167.25
000253-52-1  PHTHALAZINE                                 35    .57    -0.415    -0.865   0.45    5.00E+04    90.5  130.15
000271-44-3  INDAZOLE                                    35   1.77    -2.155    -2.495   0.339   8.26E+02   146.5  118.14
000273-53-0  BENZOXAZOLE                                 35   1.59    -1.155    -1.262   0.108   8.34E+03    31.0  119.12
000289-80-5  PYRIDAZINE                                  35   -.72     1.096     1.096   0       1.00E+06    Liq   80.09
000496-11-7  INDANE                                      35   3.18    -3.035    -2.731  -0.304   1.09E+02    Liq   118.18
000534-22-5  2-METHYLFURAN                               35   1.85    -1.437    -1.341  -0.097   3.00E+03    Liq   82.10
000578-67-6  5-HYDROXYQUINOLINE                          35   2.27    -2.542    -2.802   0.261   4.17E+02   223.0  145.16
000580-16-5  6-HYDROXYQUINOLINE                          35   1.80    -2.162    -2.075  -0.087   1.00E+03   193.0  145.16
000586-84-5  2-(METHOXYMETHYL)-5-NO2 FURAN               35    .89    -1.155    -1.16    0.005   1.10E+04    Liq   157.12
000615-15-6  2-METHYLBENAIMIDAZOLE                       35   1.43    -1.96     -2.488   0.529   1.45E+03   176.5  132.17
000615-22-5  2-METHYLTHIOBENZOTHIAZOLE                   35   3.15    -3.161    -3.075  -0.087   1.25E+02    44.0  181.28
000616-44-4  3-METHYLTHIOPHENE                           35   2.34    -2.39     -1.861  -0.528   4.00E+02    Liq   98.17
000617-89-0  2-AMINOMETHYLFURAN                          35    .37     1.013     0.871   0.142   1.00E+06    Liq   97.12
000645-05-6  HEXAMETHYLMELAMINE                          35   2.73    -3.364    -3.94    0.577   9.10E+01   172.0  210.28
000872-55-9  2-ETHYLTHIOPHENE                            35   2.87    -2.585    -2.414  -0.17    2.92E+02    Liq   112.19
010004-44-1  3-HYDROXY-5-METHYLISOXAZOLE                 35    .46    -0.067    -0.621   0.554   8.50E+04    86.0  99.09
057646-30-7  N(26DIMEPH)-N-(2FURANOYL)ALANINE,ME         35   2.61    -3.117    -3.173   0.055   2.30E+02    70.0  301.35
105951-31-3  Thieno[23b]thiopyran2-SO2N,56-H-4-oxo-      35    .74    -3.552    -3.477  -0.074   7.00E+01   222.0  249.32
105951-32-4  Thieno[32b]thiopyran2-SO2N,67-H-7-oxo-      35    .91    -3.494    -3.558   0.064   8.00E+01   213.0  249.32
105951-35-7  Thieno[23b]thiopyran2-SO2N,56H-4oxo-77ox    35   -.04    -3.018    -3.013  -0.005   2.70E+02   242.0  281.32
105951-36-8  Thieno[32b]thiopyran2SO2N-7OH,4-oxide       35  -1.01    -1.57     -1.606   0.036   7.20E+03   195.0  267.33
105951-39-1  Thieno[32b]thiopyran2-SO2N,67H-7oxo-44ox    35   -.20    -3.671    -3.08   -0.591   6.00E+01   266.0  281.32
105951-71-1  Thieno[23b]thiopyran2-SO2N,56-H-77oxide-    35   -.16    -2.679    -2.468  -0.211   5.60E+02   200.0  267.33
106319-38-4  Thieno[23b]thiopyran2SO2N,56-H-4-OH         35    .68    -2.594    -2.074  -0.52    6.40E+02   169.0  251.33
106319-42-0  Thieno[23b]thiopyran2SO2N,56H-5OH-77oxid    35   -.44    -1.538    -2.01    0.471   8.20E+03   174.0  283.33
106319-44-2  Thieno[32b]thiopyran2SO2N,67-H-7-OH         35    .48    -2.254    -1.771  -0.483   1.40E+03   157.0  251.33
106319-45-3  Thieno[32b]thiopyran2SO2N,67H-7OH-44oxid    35   -.59    -1.276    -1.774   0.498   1.50E+04   164.0  283.33
106319-46-4  Thieno[32b]thiopyran2SO2N,67H-6OH-44oxid    35   -.70    -1.589    -1.88    0.291   7.30E+03   187.0  283.33
106335-79-9  Thieno[23b]thiopyran2SO2N-4OH,7-oxide       35   -.92    -1.348    -1.407   0.059   1.20E+04   164.0  267.33
106400-04-8  Thieno[23b]thiopyran2SO2N,56H-4OH-77oxid    35   -.35    -1.355    -2.032   0.676   1.25E+04   167.0  283.33
118976-97-9  2-Thiophenesulfonamide,4(4-MeO-benzoyl)-    35   1.76    -4.473    -4.166  -0.307   1.00E+01   174.0  297.35
118993-57-0  2-Thiophenesulfonamide,4(4-OH benzoyl)-     35   1.41    -2.861    -2.99    0.129   3.90E+02   192.0  283.32
118993-61-6  2-Furansulfonamide, 4-(4-MeO-benzoyl)-      35   1.52    -4.148    -3.949  -0.199   2.00E+01   181.0  281.28
