CAS,NAME,CLASS,LOGP,LOGMOLAR,ESTIMATE,ERROR,WSOL,MP,MOLWT,class_name
1464-53-5,DIEPOXYBUTANE,23,-0.28,1.065,0.692,0.373,1000000.0,Liq,86.09,Epoxides
57-15-8,"B,B,B-TRICHLORO-T-BUTANOL",24,2.03,-1.346,-1.858,0.512,8000.0,76.0,177.46,"Haloalcohols, aliphatic"
75-89-8,"2,2,2-TRIFLUOROETHANOL",24,0.41,1.0,0.409,0.59,1000000.0,Liq,100.04,"Haloalcohols, aliphatic"
107-07-3,2-CHLOROETHANOL,24,0.03,1.094,0.836,0.259,1000000.0,Liq,80.51,"Haloalcohols, aliphatic"
115-20-8,"2,2,2-TRICHLOROETHANOL",24,1.42,-0.254,-0.715,0.461,83300.0,Liq,149.4,"Haloalcohols, aliphatic"
540-51-2,2-BROMOETHANOL,24,0.23,0.903,0.504,0.399,1000000.0,Liq,124.97,"Haloalcohols, aliphatic"
74-90-8,HYDROCYANIC ACID,25,-0.25,1.568,0.486,1.082,1000000.0,Liq,27.03,Nitriles
75-05-8,ACETONITRILE,25,-0.34,1.387,0.529,0.858,1000000.0,Liq,41.05,Nitriles
100-47-0,BENZONITRILE,25,1.56,-1.712,-1.49,-0.222,2000.0,Liq,103.12,Nitriles
107-12-0,PROPIONITRILE,25,0.16,0.272,0.005,0.267,103000.0,Liq,55.08,Nitriles
107-13-1,ACRYLONITRILE,25,0.25,0.147,-0.075,0.223,74500.0,Liq,53.06,Nitriles
109-74-0,BUTYRONITRILE,25,0.53,-0.321,-0.395,0.074,33000.0,Liq,69.11,Nitriles
109-77-3,MALONONITRILE,25,-0.6,0.304,0.649,-0.345,133000.0,30.5,66.06,Nitriles
110-61-2,SUCCINONITRILE,25,-0.99,0.204,0.736,-0.532,128000.0,57.0,80.09,Nitriles
111-69-3,ADIPONITRILE,25,-0.32,-0.131,0.299,-0.43,80000.0,Liq,108.14,Nitriles
126-98-7,METHACRYLONITRILE,25,0.68,-0.422,-0.532,0.11,25400.0,Liq,67.09,Nitriles
544-13-8,PENTANEDINITRILE,25,-0.72,1.026,0.727,0.299,1000000.0,Liq,94.12,Nitriles
1194-65-6,"2,6-DICHLOROBENZONITRILE",25,2.65,-3.98,-3.848,-0.133,18.0,144.0,172.01,Nitriles
51-21-8,5-FLUOROURACIL,26,-0.89,-1.069,-1.225,0.156,11100.0,282.0,130.08,Misc Nitrogens
55-63-0,"1,2,3-PROPANETRIOL TRINITRATE",26,1.62,-2.216,-2.08,-0.136,1380.0,Liq,227.09,Misc Nitrogens
58-08-2,CAFFEINE,26,-0.07,-0.966,-1.809,0.843,21000.0,238.0,194.19,Misc Nitrogens
58-55-9,THEOPHYLLINE,26,-0.02,-1.389,-2.126,0.737,7360.0,272.0,180.17,Misc Nitrogens
59-31-4,2-(1H)-QUINOLINONE,26,1.26,-2.139,-2.573,0.434,1053.0,199.0,145.16,Misc Nitrogens
60-27-5,CREATININE,26,-1.76,-0.15,0.229,-0.379,80100.0,220.5,113.12,Misc Nitrogens
60-34-4,METHYL HYDRAZINE,26,-1.05,1.337,1.337,0.0,1000000.0,Liq,46.07,Misc Nitrogens
65-71-4,5-METHYLURACIL,26,-0.62,-1.519,-1.785,0.266,3820.0,316.0,126.12,Misc Nitrogens
66-22-8,URACIL,26,-1.07,-1.493,-1.484,-0.01,3600.0,335.0,112.09,Misc Nitrogens
66-81-9,CYCLOHEXIMIDE,26,0.55,-1.127,-1.134,0.007,21000.0,116.3,281.35,Misc Nitrogens
76-06-2,TRICHLORONITROMETHANE,26,2.09,-2.006,-2.334,0.328,1620.0,Liq,164.38,Misc Nitrogens
77-21-4,2-ETHYL-2-PHENYLGLUTERIMIDE,26,1.9,-2.337,-2.356,0.018,999.0,84.0,217.27,Misc Nitrogens
87-33-2,ISOSORBIDE DINITRATE,26,1.31,-2.633,-1.72,-0.913,550.0,70.0,236.14,Misc Nitrogens
91-18-9,PTERIDINE,26,-0.58,0.034,-0.204,0.239,143000.0,138.0,132.13,Misc Nitrogens
93-88-9,PHENYLPROPYLMETHYLAMINE,26,2.28,-1.095,-1.126,0.032,12000.0,Liq,149.23,Misc Nitrogens
100-75-4,N-NITROSOPIPERIDINE,26,0.36,-0.174,-0.011,-0.163,76500.0,Liq,114.15,Misc Nitrogens
103-33-3,AZOBENZENE,26,3.82,-4.454,-4.283,-0.172,6.4,68.0,182.23,Misc Nitrogens
109-02-4,N-METHYLMORPHOLINE,26,-0.33,0.995,0.995,0.0,1000000.0,Liq,101.15,Misc Nitrogens
110-85-0,PIPERAZINE,26,-1.17,1.065,0.801,0.264,1000000.0,106.0,86.14,Misc Nitrogens
110-89-4,PIPERADINE,26,0.84,1.07,0.457,0.612,1000000.0,Liq,85.15,Misc Nitrogens
110-91-8,MORPHOLINE,26,-0.86,1.06,1.06,0.0,1000000.0,Liq,87.12,Misc Nitrogens
123-33-1,MALEIC HYDRAZIDE,26,-0.84,-1.271,-1.447,0.175,6000.0,307.0,112.09,Misc Nitrogens
123-75-1,PYRROLIDINE,26,0.46,1.148,0.866,0.282,1000000.0,Liq,71.12,Misc Nitrogens
461-58-5,2-CYANOGUANIDINE,26,-1.15,-0.309,0.3,-0.609,41300.0,159.0,84.08,Misc Nitrogens
461-72-3,HYDANTOIN,26,-1.69,-0.402,0.207,-0.609,39700.0,220.0,100.08,Misc Nitrogens
615-77-0,1-METHYLURACIL,26,-1.2,-0.8,0.032,-0.832,20000.0,179.0,126.12,Misc Nitrogens
616-45-5,PYRROLIDONE,26,-0.85,1.07,1.07,0.0,1000000.0,Liq,85.11,Misc Nitrogens
626-67-5,N-METHYLPIPERIDINE,26,1.3,0.226,-0.028,0.255,167000.0,Liq,99.18,Misc Nitrogens
694-85-9,N-METHYL-2-PYRIDONE,26,-0.23,0.962,0.516,0.446,1000000.0,31.0,109.13,Misc Nitrogens
872-50-4,N-METHYLPYRROLIDONE,26,-0.38,1.004,0.747,0.257,1000000.0,Liq,99.13,Misc Nitrogens
930-55-2,N-NITROSOPYRROLIDINE,26,-0.19,0.999,0.561,0.438,1000000.0,Liq,100.12,Misc Nitrogens
2687-96-9,1-LAURYL-2-PYRROLODONE,26,4.2,-4.67,-4.135,-0.535,5.42,Liq,253.43,Misc Nitrogens
10054-21-4,1-LAURYL-4-CARBOXY-2-PYRROLODONE,26,2.6,-3.223,-2.879,-0.344,178.0,40.5,297.44,Misc Nitrogens
42346-68-9,1-METHYL-4-CARBOXY-2-PYRROLODONE,26,-1.5,-0.954,0.515,-1.47,15900.0,152.0,143.14,Misc Nitrogens
56563-18-9,1-METHYLCARBAMOYL-5-FLUOROURACIL,26,-0.2,-2.48,-1.552,-0.928,620.0,226.0,187.13,Misc Nitrogens
59857-86-2,1-METHYL-4-METHOXYCARBONYL,26,-0.74,0.804,0.804,0.0,1000000.0,Liq,157.17,Misc Nitrogens
64098-82-4,1-BUTYLCARBAMOYL-5-FLUOROURACIL,26,1.44,-2.446,-2.43,-0.016,820.0,136.0,229.21,Misc Nitrogens
71548-53-3,1-HEXYL-4-METHOXYCARBONYL-,26,2.3,-1.246,-2.229,0.983,12900.0,Liq,227.31,Misc Nitrogens
101881-19-0,1-LAURYL-4-MeO CARBONYL-2-PYRROLODONE,26,4.0,-4.376,-4.143,-0.233,13.1,27.0,311.47,Misc Nitrogens
116167-27-2,1-HEXYL-4-CARBOXY-2-PYRROLODONE,26,1.6,-1.456,-1.669,0.213,7460.0,42.0,213.28,Misc Nitrogens
54-11-5,NICOTINE,27,1.17,0.79,0.79,0.0,1000000.0,Liq,162.24,Pyridines
54-85-3,ISONIAZID,27,-0.7,0.009,-0.412,0.421,140000.0,171.4,137.14,Pyridines
59-67-6,NICOTINIC ACID,27,0.36,-0.835,-1.088,0.253,18000.0,236.6,123.11,Pyridines
98-92-0,NICOTINAMIDE,27,-0.37,0.612,-0.292,0.904,500000.0,129.0,122.13,Pyridines
100-55-0,3-PYRIDINEMETHANOL,27,-0.02,0.962,0.962,0.0,1000000.0,Liq,109.13,Pyridines
100-71-0,2-ETHYLPYRIDINE,27,1.69,0.501,-0.023,0.524,340000.0,Liq,107.16,Pyridines
108-48-5,"2,6-LUTIDINE",27,1.68,0.447,-0.013,0.46,300000.0,Liq,107.16,Pyridines
108-75-8,"2,4,6-COLLIDINE",27,1.88,-0.539,-0.249,-0.29,35000.0,Liq,121.18,Pyridines
108-89-4,4-METHYLPYRIDINE,27,1.22,1.031,0.473,0.558,1000000.0,Liq,93.13,Pyridines
108-99-6,3-METHYLPYRIDINE,27,1.2,1.031,0.492,0.539,1000000.0,Liq,93.13,Pyridines
109-00-2,3-HYDROXYPYRIDINE,27,0.48,-0.456,-1.009,0.553,33300.0,127.5,95.1,Pyridines
109-04-6,2-BROMOPYRIDINE,27,1.42,-0.881,-1.166,0.286,20800.0,Liq,158.0,Pyridines
109-06-8,2-METHYLPYRIDINE,27,1.11,1.031,0.578,0.453,1000000.0,Liq,93.13,Pyridines
109-09-1,2-CHLOROPYRIDINE,27,1.34,-0.754,-0.95,0.196,20000.0,Liq,113.55,Pyridines
110-86-1,PYRIDINE,27,0.65,1.102,1.064,0.038,1000000.0,Liq,79.1,Pyridines
366-18-7,"2,2-BIPYRIDINE",27,1.5,-1.421,-1.648,0.228,5930.0,69.7,156.19,Pyridines
553-26-4,"4,4'-DIPYRIDYL",27,1.28,-1.538,-1.431,-0.107,4530.0,69.0,156.19,Pyridines
98-96-4,2-PYRAZINECARBOXAMIDE,28,-0.6,-0.914,-0.635,-0.279,15000.0,190.0,123.12,
109-08-0,2-METHYLPYRAZINE,28,0.21,1.026,0.196,0.83,1000000.0,Liq,94.12,
289-95-2,PYRIMIDINE,29,-0.4,1.096,0.826,0.271,1000000.0,Liq,80.09,
461-98-3,"2,6-DIMETHYL-4-PYRIMIDINAMINE",29,0.39,-1.284,-1.512,0.228,6400.0,182.0,123.16,
0-18-3,"Allopurinol,1-[butyryloxymethyl]-",30,0.6,-2.829,-2.465,-0.365,350.0,225.0,236.23,Drugs
0-18-5,"Allopurinol, 2,5-bis(acetyloxymethyl)-",30,-0.2,-1.985,-1.172,-0.813,2900.0,153.0,280.24,Drugs
50-06-6,PHENOBARITAL,30,1.47,-2.321,-2.836,0.516,1110.0,176.0,232.24,Drugs
50-11-3,METHARBITAL,30,1.15,-2.0,-2.229,0.229,1980.0,155.0,198.22,Drugs
50-33-9,PHENYLBUTAZONE,30,3.04,-3.812,-3.93,0.117,47.5,105.0,308.38,Drugs
50-36-2,COCAINE,30,2.09,-2.227,-2.937,0.711,1800.0,98.0,303.36,Drugs
50-49-7,IMIPRAMINE,30,4.8,-4.187,-4.398,0.211,18.23,Liq,280.42,Drugs
50-53-3,CHLORPROMAZINE,30,5.35,-5.097,-4.606,-0.491,2.55,Liq,318.87,Drugs
51-55-8,ATROPINE,30,1.83,-2.119,-2.376,0.257,2200.0,115.0,289.38,Drugs
52-31-3,CYCLOBARBITAL,30,2.13,-2.169,-3.446,1.277,1600.0,172.0,236.27,Drugs
52-43-7,ALLOBARBITAL,30,1.05,-2.061,-2.321,0.26,1810.0,172.0,208.22,Drugs
52-67-5,PENCILLAMINE,30,-1.78,-0.128,0.342,-0.47,111000.0,198.0,149.21,Drugs
52-86-8,HALOPERIDOL,30,4.3,-4.429,-5.323,0.894,14.0,148.0,375.87,Drugs
54-31-9,FUROSEMIDE,30,2.03,-3.656,-3.959,0.304,73.1,206.0,330.74,Drugs
56-29-1,HEXABARITAL,30,1.98,-2.735,-3.063,0.328,435.0,146.0,236.27,Drugs
56-53-1,DES,30,5.07,-4.35,-5.39,1.04,12.0,170.0,268.36,Drugs
56-75-7,CHLORAMPHENICOL,30,1.14,-2.111,-3.08,0.969,2500.0,151.0,323.13,Drugs
57-24-9,STRYCHNINE,30,1.68,-3.32,-4.27,0.95,160.0,275.0,334.42,Drugs
57-41-0,PHENYTOIN,30,2.47,-3.897,-4.968,1.071,32.0,296.5,252.28,Drugs
57-43-2,AMOBARBITAL,30,2.07,-2.574,-3.219,0.645,603.0,157.0,226.28,Drugs
57-44-3,BARBITAL,30,0.65,-1.393,-2.027,0.635,7460.0,190.0,184.2,Drugs
57-53-4,MEPROBAMATE,30,0.7,-1.667,-1.391,-0.276,4700.0,104.0,218.25,Drugs
57-68-1,SULFAMETHAZINE,30,0.28,-2.268,-1.839,-0.43,1500.0,176.0,278.33,Drugs
58-15-1,AMINOPYRINE,30,0.8,-0.629,-1.565,0.936,54400.0,108.0,231.3,Drugs
58-39-9,PERPHENAZINE,30,3.9,-4.155,-4.558,0.403,28.3,97.0,403.98,Drugs
58-40-2,PROMAZINE,30,4.51,-4.302,-3.692,-0.61,14.2,Liq,284.43,Drugs
58-93-5,HYDROCHLOROTHIAZIDE,30,-0.07,-2.615,-2.465,-0.15,722.0,274.0,297.74,Drugs
58-94-6,CHLOROTHIAZIDE,30,-0.24,-3.046,-2.931,-0.115,266.0,343.0,295.72,Drugs
59-26-7,NIKETHAMIDE,30,0.33,0.749,0.749,0.0,1000000.0,Liq,178.24,Drugs
59-46-1,PROCAINE,30,1.87,-1.398,-2.175,0.777,9453.0,61.0,236.32,Drugs
59-66-5,ACETAZOLEAMIDE,30,-0.26,-2.356,-1.899,-0.457,980.0,258.0,222.25,Drugs
60-80-0,ANTIPYRINE,30,0.38,-0.564,-1.088,0.524,51900.0,114.0,190.25,Drugs
60-87-7,PROMETHAZINE,30,4.73,-4.26,-5.063,0.803,15.64,60.0,284.43,Drugs
61-57-4,NIRIDAZOLE,30,0.95,-3.217,-3.568,0.351,130.0,261.0,214.2,Drugs
62-37-3,CHLORMERODRIN,30,-0.8,-1.524,-0.865,-0.659,11000.0,152.5,367.2,Drugs
62-44-2,P-PHENACETIN,30,1.58,-2.369,-2.394,0.025,766.0,134.5,179.22,Drugs
63-74-1,SULFANILAMIDE,30,-0.72,-1.361,-0.444,-0.917,7500.0,165.0,172.21,Drugs
63-75-2,ARECOLINE,30,-0.2,0.809,0.809,0.0,1000000.0,Liq,155.2,Drugs
69-23-8,FLUPHENAZINE,30,4.36,-4.149,-4.028,-0.121,31.06,Liq,437.53,Drugs
69-33-0,TUBERCIDIN,30,-0.8,-1.951,-1.424,-0.528,3000.0,247.0,268.27,Drugs
72-14-0,SULFATHIOZOLE,30,0.05,-2.425,-1.785,-0.64,960.0,202.0,255.32,Drugs
76-74-4,PENTOBARBITAL,30,2.1,-2.523,-2.999,0.476,678.8,130.0,226.28,Drugs
76-76-6,PROBARBITAL,30,0.97,-2.214,-2.447,0.233,1210.0,197.5,198.22,Drugs
77-02-1,APROBARBITAL,30,1.22,-1.712,-2.205,0.493,4080.0,141.0,210.23,Drugs
77-27-0,THIAMYLAL,30,3.23,-3.458,-4.191,0.732,88.5,132.0,254.35,Drugs
77-28-1,5-BUTYL-5-ETHYLBARBITURIC ACID,30,1.89,-1.638,-2.735,1.097,4880.0,128.0,212.25,Drugs
77-65-6,CARBROMAL,30,1.54,-2.676,-2.376,-0.3,500.0,117.0,237.1,Drugs
80-35-3,SULFAMETHOXYPYRIDAZINE,30,0.32,-3.28,-1.943,-1.337,147.0,182.5,280.31,Drugs
81-07-2,"1,1-DIOX-1,2-BENZISOTHIAZOL-3-ONE",30,0.43,-1.661,-2.172,0.511,4000.0,229.0,183.19,Drugs
83-67-0,THEOBROMINE,30,-0.78,-2.737,-2.178,-0.559,330.0,357.0,180.17,Drugs
85-41-6,PHTHALIMIDE,30,1.15,-2.611,-2.832,0.221,360.0,238.0,147.13,Drugs
91-64-5,COUMARIN,30,1.39,-1.886,-1.505,-0.381,1900.0,69.0,146.15,Drugs
94-19-9,ETHAZOLE,30,1.01,-1.942,-2.65,0.709,3250.0,186.0,284.36,Drugs
94-20-2,N2-BUTYL-N1-P-CHLOROBENZENESULFONYLUREA,30,2.28,-3.03,-3.312,0.282,258.0,128.0,276.75,Drugs
97-53-0,EUGENOL,30,2.27,-1.562,-1.041,-0.522,4500.0,Liq,164.21,Drugs
97-77-8,DISULFIRAM,30,3.88,-4.86,-4.377,-0.484,4.09,70.0,296.54,Drugs
102-76-1,TRIACETIN,30,0.25,-0.575,-0.232,-0.343,58000.0,Liq,218.21,Drugs
115-43-5,PHENALLYMAL,30,1.69,-2.152,-2.911,0.758,1720.0,157.0,244.24,Drugs
115-58-2,"BARBITURIC ACID, 5-ET-5-AMYL",30,2.24,-2.176,-3.184,1.009,1510.0,135.5,226.28,Drugs
117-89-5,TRIFLUORPERAZINE,30,5.03,-4.524,-4.577,0.053,12.2,Liq,407.5,Drugs
122-11-2,SULFADIMETHOXINE,30,1.33,-2.957,-3.186,0.23,343.0,202.0,310.33,Drugs
125-33-7,PRIMIDONE,30,0.91,-2.64,-3.226,0.586,500.0,281.5,218.26,Drugs
126-07-8,GRISEOFULVIN,30,2.18,-4.611,-4.301,-0.31,8.64,220.0,352.77,Drugs
129-20-4,OXYPHENBUTAZONE,30,3.28,-3.733,-3.424,-0.309,60.0,124.0,324.38,Drugs
133-67-5,TRICHLORMETHIAZIDE,30,0.62,-2.677,-3.351,0.674,800.0,270.0,380.66,Drugs
137-58-6,LIDOCAINE,30,2.26,-1.757,-2.608,0.851,4100.0,68.0,234.34,Drugs
138-52-3,SALICIN,30,-1.22,-0.855,-0.635,-0.219,40000.0,199.0,286.28,Drugs
144-80-9,SULFANILACETAMIDE,30,-0.96,-1.234,-0.512,-0.722,12500.0,183.0,214.24,Drugs
144-82-1,SULFAMETHIAZOLE,30,0.54,-2.411,-2.358,-0.053,1050.0,208.0,270.33,Drugs
149-32-6,ERYTHRITOL,30,-2.29,0.699,0.913,-0.215,610000.0,121.5,122.12,Drugs
299-42-3,EPHEDRINE,30,0.93,-0.415,-0.791,0.377,63600.0,79.0,165.24,Drugs
315-30-0,ALLOPURINOL,30,-0.55,-2.379,-2.196,-0.183,569.0,350.0,136.11,Drugs
339-43-5,CARBUTAMIDE,30,1.01,-2.178,-2.228,0.05,1800.0,144.5,271.33,Drugs
357-57-3,BRUCINE,30,0.98,-2.091,-2.894,0.803,3200.0,178.0,394.47,Drugs
364-62-5,METOCLOPRAMIDE,30,2.62,-3.176,-3.881,0.705,200.0,146.5,299.8,Drugs
439-14-5,DIAZEPAM,30,2.8,-3.755,-3.809,0.053,50.0,125.0,284.75,Drugs
443-48-1,METRONIDAZOLE,30,-0.02,-1.256,-1.13,-0.126,9500.0,158.0,171.16,Drugs
452-35-7,ETHOXYZOLAMIDE,30,2.01,-3.81,-3.547,-0.263,40.0,188.0,258.32,Drugs
509-86-4,HEPTABARBITAL,30,2.03,-3.001,-3.412,0.412,250.0,174.0,250.3,Drugs
526-08-9,SULFAPHENAZOLE,30,1.52,-2.321,-3.17,0.849,1500.0,179.0,314.37,Drugs
552-58-9,ERIODICTYOL,30,2.02,-3.615,-3.417,-0.198,70.0,267.0,288.26,Drugs
599-88-2,SULFAPERINE,30,0.34,-2.82,-2.644,-0.177,400.0,262.0,264.3,Drugs
651-06-9,SULFAMETER,30,0.41,-2.584,-2.329,-0.256,730.0,215.0,280.31,Drugs
664-95-9,TOLCYCLAMIDE,30,2.9,-4.207,-4.401,0.194,18.4,175.0,296.38,Drugs
723-46-6,SULFAMETHOXAZOLE,30,0.89,-2.618,-2.263,-0.355,610.0,167.0,253.28,Drugs
738-70-5,TRIMETHOPRIM,30,0.91,-2.861,-2.711,-0.15,400.0,201.0,290.32,Drugs
846-49-1,LORAZEPAM,30,2.45,-3.604,-3.964,0.361,80.0,166.0,321.17,Drugs
1156-19-0,TOLAZAMIDE,30,2.69,-3.678,-4.201,0.523,65.4,170.0,311.4,Drugs
1929-82-4,NITRAPYRIN,30,3.41,-3.761,-3.646,-0.116,40.0,62.0,230.91,Drugs
2217-08-5,"5,5-DIPROPYLBARBITURIC ACID",30,1.75,-2.549,-2.766,0.218,600.0,146.0,212.25,Drugs
3772-76-7,SULFAMETHOMIDINE,30,0.61,-2.543,-1.93,-0.613,843.0,146.0,294.33,Drugs
4849-32-5,KASUGAMYCIN,30,1.66,-2.934,-3.169,0.235,325.0,176.3,279.34,Drugs
5104-49-4,FLURBIPROFEN,30,4.16,-4.485,-4.199,-0.285,8.0,110.0,244.27,Drugs
5131-24-8,DITALIMFOS (LAPTRAN),30,3.48,-3.352,-4.126,0.773,133.0,83.5,299.29,Drugs
5234-68-4,CARBOXIN,30,2.14,-3.141,-2.735,-0.406,170.0,94.0,235.31,Drugs
5259-88-1,OXYCARBOXIN,30,0.74,-2.427,-2.676,0.249,1000.0,128.7,267.31,Drugs
6164-98-3,CHLORDIMEFORM,30,2.89,-2.862,-2.791,-0.072,270.0,35.0,196.68,Drugs
6236-05-1,NIFUROXIME,30,0.3,-2.193,-1.795,-0.398,1000.0,156.0,156.1,Drugs
6988-21-2,DIOXACARB,30,0.67,-1.571,-1.474,-0.096,6000.0,114.5,223.23,Drugs
15687-27-1,IBUPROFEN,30,4.0,-3.992,-3.614,-0.379,21.0,76.0,206.29,Drugs
22071-15-4,KETOPROFEN,30,3.12,-3.698,-3.085,-0.613,51.0,94.0,254.28,Drugs
22204-53-1,NAPROSYN,30,3.51,-4.161,-3.948,-0.213,15.9,155.3,230.27,Drugs
22994-85-0,BENZNIDAZOLE,30,0.91,-2.813,-3.011,0.198,400.0,189.0,260.26,Drugs
36330-85-5,FENBUFEN,30,3.53,-5.061,-4.316,-0.745,2.21,185.0,254.29,Drugs
38304-91-5,MINOXIDIL,30,1.24,-1.982,-3.212,1.23,2200.0,248.0,211.27,Drugs
51481-61-9,CIMETIDINE,30,0.4,-1.345,-1.56,0.214,11400.0,142.0,252.34,Drugs
53808-87-0,TETROXOPRIM,30,0.56,-2.101,-2.081,-0.02,2650.0,154.0,334.39,Drugs
56030-54-7,SUFENTANIL,30,3.45,-3.706,-4.495,0.789,76.0,97.0,386.56,Drugs
76674-21-0,FLUTRIAFOL,30,2.29,-3.365,-2.993,-0.372,130.0,130.0,301.3,Drugs
96448-60-1,"Allopurinol, 1-acetyl-",30,-0.35,-2.376,-1.619,-0.757,750.0,252.0,178.15,Drugs
96448-61-2,"Allopurinol, 1-(oxopropyl)-",30,0.3,-2.807,-2.36,-0.446,300.0,260.0,192.18,Drugs
96448-63-4,"Allopurinol, 1-benzoyl-",30,1.2,-4.234,-3.476,-0.758,14.0,271.0,240.22,Drugs
96474-05-4,"Allopurinol, 1-(1-oxobutyl)-",30,0.85,-3.273,-2.592,-0.681,110.0,223.0,206.21,Drugs
98827-16-8,"Allopurinol,1,5-bis(pivaloyloxymethyl)-",30,2.5,-4.26,-3.872,-0.389,20.0,136.0,364.2,Drugs
98827-17-9,"Allopurinol,2,5-bis(pivaloyloxymethyl)-",30,2.34,-3.908,-3.801,-0.107,45.0,145.0,364.2,Drugs
98827-18-0,"Allopurinol,1-[pivaloyloxymethyl]-",30,1.07,-2.682,-2.601,-0.081,520.0,186.0,250.26,Drugs
98827-19-1,"Allopurinol, 1,5-bis(butyryloxymethyl)-",30,1.82,-3.828,-3.003,-0.825,50.0,122.0,336.35,Drugs
98827-20-4,"Allopurinol, 2,5-bis(butyryloxymethyl)-",30,1.6,-3.554,-2.902,-0.652,94.0,134.0,336.35,Drugs
98827-27-1,"Allopurinol,1-[N,NdiEtsuccinamyl-oxyMe]-",30,-0.22,-0.988,-1.153,0.165,33000.0,139.0,321.34,Drugs
98846-64-1,"Allopurinol, 1-[(acetyloxy)methyl]",30,-0.35,-2.555,-1.759,-0.796,580.0,257.0,208.18,Drugs
98846-65-2,"Allopurinol, 1-[benzoyloxymethyl]-",30,1.5,-4.052,-3.371,-0.681,24.0,218.0,270.25,Drugs
98846-66-3,"Allopurinol, 1-[nicotinoyloxymethyl]-",30,0.27,-3.465,-2.414,-1.051,93.0,242.0,271.24,Drugs
82-38-2,DISPERSE RED 9,31,4.1,-6.3,-5.322,-0.978,0.119,170.0,237.26,Dyes
128-95-0,DISPERSE VIOLET 1,31,3.0,-5.859,-5.171,-0.688,0.33,268.0,238.25,Dyes
548-62-9,CRYSTAL VIOLET (BASIC VIOLET 3),31,0.51,-2.009,-2.779,0.771,4000.0,210.0,407.99,Dyes
569-61-9,PARAROSANILINE,31,-0.21,-1.981,-2.252,0.271,3000.0,269.0,287.37,Dyes
2872-48-2,DISPERSE RED 11,31,3.5,-5.746,-5.46,-0.286,0.482,237.0,268.27,Dyes
2872-52-8,DISPERSE RED 1,31,4.3,-6.293,-6.574,0.281,0.16,167.0,314.35,Dyes
3769-57-1,DISPERSE RED 5,31,4.3,-6.57,-7.007,0.437,0.102,192.0,378.82,Dyes
3956-55-6,DISPERSE BLUE 79,31,4.8,-8.08,-7.902,-0.178,0.0052,153.0,625.4,Dyes
5124-25-4,C.I. DISPERSE YELLOW 42,31,4.6,-6.269,-6.116,-0.153,0.199,159.0,369.4,Dyes
6657-33-6,AZO DYE N9,31,4.0,-6.13,-6.725,0.594,0.277,155.0,373.8,Dyes
8003-22-3,SOLVENT YELLOW 33,31,4.1,-6.209,-6.088,-0.121,0.169,241.0,273.29,Dyes
9004-57-3,AZO DYE N5,31,5.5,-8.879,-8.362,-0.516,0.000593,151.0,448.49,Dyes
68877-63-4,AZO DYE N1,31,5.4,-8.9,-8.951,0.051,0.000688,192.0,546.34,Dyes
70528-90-4,AZO DYE N2,31,3.4,-6.69,-6.773,0.083,0.0739,227.0,361.75,Dyes
50-02-2,DEXAMETHASONE,32,1.83,-3.644,-4.495,0.85,89.0,264.0,392.47,Steroids
50-03-3,HYDROCORTISONE ACETATE,32,2.3,-4.458,-4.607,0.149,14.1,223.0,404.51,Steroids
50-04-4,CORTISONE ACETATE,32,2.1,-4.304,-4.104,-0.2,20.0,236.0,402.49,Steroids
50-22-6,CORTICOSTERONE,32,1.94,-3.241,-3.692,0.452,199.0,181.0,346.47,Steroids
50-23-7,HYDROCORTISONE,32,1.61,-3.054,-3.739,0.684,320.0,215.0,362.47,Steroids
50-24-8,PREDNISOLONE,32,1.62,-3.209,-3.972,0.763,223.0,240.0,360.45,Steroids
52-01-7,SPIRONOLACTONE,32,2.78,-4.277,-4.286,0.009,22.0,134.0,416.58,Steroids
52-21-1,PREDNISOLONE ACETATE,32,2.4,-4.369,-4.834,0.465,17.2,238.0,402.49,Steroids
53-06-5,CORTISONE,32,1.47,-3.11,-3.662,0.553,280.0,222.0,360.45,Steroids
53-16-7,ESTRONE,32,2.76,-3.955,-3.937,-0.017,30.0,252.5,270.37,Steroids
56-47-3,DEOXYCORTICOSTERONE ACETATE,32,3.08,-4.63,-4.648,0.018,8.73,157.0,372.51,Steroids
57-83-0,PROGESTERONE,32,3.87,-4.553,-4.893,0.34,8.81,121.0,314.47,Steroids
58-18-4,17-METHYLTESTOSTERONE,32,3.32,-3.95,-4.271,0.32,33.9,161.0,302.46,Steroids
58-22-0,TESTOSTERONE,32,3.32,-4.091,-4.172,0.081,23.4,155.0,288.43,Steroids
63-05-8,ANDROSTENEDIONE,32,2.75,-3.695,-3.932,0.237,57.82,143.0,286.42,Steroids
64-85-7,DEOXYCORTICOSTERONE,32,2.88,-3.745,-4.181,0.436,59.5,141.5,330.47,Steroids
67-78-7,TRIAMCINOLONE DIACETATE,32,1.92,-4.13,-4.585,0.455,35.5,235.0,478.52,Steroids
68-96-2,17-ALPHA-HYDROXYPROGESTERONE,32,2.74,-4.708,-4.363,-0.344,6.48,222.0,330.47,Steroids
76-25-5,TRIAMCINOLONE ACETONIDE,32,2.53,-4.316,-5.566,1.25,21.0,293.0,434.51,Steroids
124-94-7,TRIAMCINOLONE,32,1.16,-3.693,-3.904,0.211,80.0,269.0,394.44,Steroids
127-31-1,FLUDROCORTISONE,32,1.67,-3.434,-4.276,0.842,140.0,261.0,380.46,Steroids
